Price (dollars),Length of Course (hours),Visibility (# views),Quiz Grade (average),"Surveys, Talleys, and Workbooks (percent)",Completed Quizzes (percent),Engagement Score,Teacher Comments (average),Number of Users,Certificates (percent),Collaborations (average),Discount (dollars),Graded Assessment (percent),Not-Graded Assessment (percent),Content (percent),External (percent),Interactive (percent),Company Rating (average),Company Administrators (percent),Company Instructors (percent),Company Learners (percent),companyid_words,courseid_num,Uses SCORM (yes/no),Milestone Course (yes/no),Engagement Bins
0,7.206944444,170,100,100,50,37,0,27,0,0,0,0,14.1,85.9,0,0,88,50,0,50,compliance,7941,0,0,Low
0,7.104722222,56,100,100,50,40,0,20,0,0,0,0,28.6,71.4,0,0,88,50,0,50,compliance,22815,0,0,Low
0,4.875,167,81,0,50,36,0,19,0,0,0,11.4,0,88.6,0,0,88,50,0,50,compliance,3303,0,0,Low
0,5.054722222,114,100,100,50,37,0,51,0,0,0,0,39.1,60.9,0,0,88,50,0,50,compliance,21386,0,0,Low
0,43.68,100,100,100,50,33,0,48,0,0,0,0,24.8,75.2,0,0,88,50,0,50,compliance,33807,0,0,Low
0,0.003333333,4,89,50,50,68,0,5,0,0,0,0,0,0,0,100,100,50,0,50,composition,46538,0,1,High
0,0.020833333,8,89,50,50,2,0,19,0,0,0,12.5,0,87.5,0,0,100,50,0,50,composition,29708,0,0,Low
0,6.355,12,89,50,50,2,0,30,0,0,0,8.3,0,91.7,0,0,100,50,0,50,composition,36189,0,0,Low
0,0.01,3,89,50,50,2,0,12,0,0,0,0,0,100,0,0,100,50,0,50,composition,32616,0,0,Low
0,1.6575,151,89,50,50,31,0,93,0,0,0,1.9,0,98.1,0,0,100,50,0,50,composition,42812,0,0,Low
0,0.025,3,89,50,50,2,0,10,0,0,0,0,0,100,0,0,100,50,0,50,composition,39348,0,0,Low
0,0.007222222,2,89,50,50,1,0,11,0,0,0,0,0,100,0,0,100,50,0,50,composition,29711,0,0,Low
0,0.769444444,128,89,0,0,1,0,267,0,0,0,2.3,0,97.7,0,0,100,50,0,50,composition,28904,0,0,Low
0,0.085277778,20,89,50,50,2,0,40,0,0,0,15,0,65,0,20,100,50,0,50,composition,22751,0,0,Low
0,0.0225,10,89,50,50,1,0,35,0,0,0,20,0,70,0,10,100,50,0,50,composition,20825,0,0,Low
0,0.079722222,5,89,50,50,4,0,10,0,0,0,20,0,80,0,0,100,50,0,50,composition,30048,0,0,Low
0,0.213611111,9,89,50,50,2,0,18,0,0,0,11.1,0,88.9,0,0,100,50,0,50,composition,42755,0,0,Low
0,0.01,7,89,50,50,2,0,14,0,0,0,14.3,0,85.7,0,0,100,50,0,50,composition,7561,0,0,Low
0,0.189444444,8,89,0,0,4,0,13,0,0,0,12.5,0,87.5,0,0,100,50,0,50,composition,7935,0,0,Low
8000,0.571388889,64,58,0,50,91,0,3,0,0,0,45.3,0,34.4,0,20.3,63,100,0,0,compresses,48540,0,0,High
0,1.734722222,269,73,42.9,57.1,54,0,2,0,0,0,11.5,13.8,66.9,0,7.8,63,100,0,0,compresses,42963,0,0,High
0,0.423611111,40,89,50,50,75,0,3,0,0,0,0,0,65.8,34.2,0,63,100,0,0,compresses,48971,0,0,High
0,0.067777778,4,89,100,0,89,0,1,0,0,0,0,75,25,0,0,63,100,0,0,compresses,10243,0,0,High
0,0.397777778,7,41,0,50,83,0,1,0,0,0,71.4,0,28.6,0,0,63,100,0,0,compresses,30038,0,0,High
895,0.829722222,64,100,0,100,34,1,2,0,0,0,3.1,0,37.5,23.4,35.9,63,100,0,0,compresses,35476,1,0,Low
0,0.041111111,11,89,50,50,5,0,2,0,6,0,6.7,0,80,0,13.3,90,40,40,20,compression,1014,0,0,Low
395,1.031388889,32,89,50,50,40,0,5,0,23,0,4.5,0,90.9,0,4.5,90,40,40,20,compression,37420,0,0,Low
0,2.035833333,73,100,100,50,75,0,3,0,12,0,0,20.5,39.7,0,39.7,90,40,40,20,compression,42921,0,0,High
0,1329.546944,5429,89,50,50,32,0,272,0,4,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,32879,0,0,Low
0,1987.906111,4092,89,50,50,18,0,354,0,3,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,16014,0,0,Low
29.95,789.1319444,4152,89,50,50,35,0,278,0,6,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,31386,0,0,Low
0,460.1008333,947,89,50,50,20,0,294,0,2,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,42750,0,0,Low
0,2953.439167,9673,89,50,50,26,0,589,0,6,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,10152,0,0,Low
29.95,664.4319444,3254,89,50,50,24,0,294,0,4,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,37913,0,0,Low
9.95,22.08416667,416,89,50,50,24,0,44,0,0,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,4106,0,0,Low
0,408.6713889,2171,89,50,50,20,0,172,0,2,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,32715,0,0,Low
9.95,3.819444444,82,89,50,50,30,0,5,0,0,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,34216,0,0,Low
0,1304.048889,8195,89,50,50,21,0,586,0,3,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,37114,0,0,Low
29.95,751.925,3542,89,50,50,22,0,287,0,2,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,10670,0,0,Low
9.95,15.03083333,276,89,50,50,31,0,25,0,0,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,23142,0,0,Low
9.95,70.36694444,1168,89,50,50,34,0,45,0,1,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,34563,0,0,Low
0,441.0308333,2473,89,50,50,23,0,239,0,1,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,16867,0,0,Low
9.95,16.70805556,338,89,50,50,16,0,66,0,0,0,0,0,100,0,0,95,33.3,33.3,33.3,concentration,3788,0,0,Low
0,55.89194444,3052,81,0,50,54,1,14,0,0,0,5.5,0,56.4,0,38.1,90,25,25,50,condensation,8023,0,0,High
0,1.731944444,36,82,0,50,44,0,2,0,0,0,0,0,69.4,0,30.6,90,25,25,50,condensation,46601,0,0,Low
0,126.2894444,5175,83,0,50,81,1,22,0,0,0,5.9,0,54.6,0,39.5,90,25,25,50,condensation,38862,0,0,High
0,162.6030556,6484,85,0,50,41,1,35,0,0,0,7.4,0,63.4,0,29.2,90,25,25,50,condensation,24054,0,0,Low
0,223.6197222,9725,92,0,50,48,1,69,0,0,0,8.5,0,53.8,0,37.7,90,25,25,50,condensation,495,0,0,Low
0,257.9855556,11343,81,50,50,44,1,53,0,0,0,6.7,0,62.5,0,30.9,90,25,25,50,condensation,35667,0,0,Low
0,994.1019444,37177,80,50,50,64,1,164,0,0,0,5.1,0.1,56.8,0,38,90,25,25,50,condensation,374,0,0,High
0,180.9688889,7001,88,50,50,52,1,50,0,0,0,6.3,0,52.4,0,41.4,90,25,25,50,condensation,25968,0,0,High
0,0.020833333,3,89,50,50,55,0,2,0,0,0,0,0,100,0,0,100,40,20,40,confidence,24017,0,0,High
0,1.462777778,16,100,0,100,81,0,5,0,0,0,66.7,0,0,33.3,0,100,40,20,40,confidence,25033,0,0,High
0,2.404444444,14,100,100,100,66,0,4,25,0,0,0,100,0,0,0,100,40,20,40,confidence,35947,0,0,High
50,0.344166667,27,0,0,50,81,0,3,0,0,0,55.6,0,22.2,0,22.2,100,40,20,40,confidence,6326,0,1,High
0,0.085555556,4,100,100,100,77,0,2,0,0,0,0,25,75,0,0,100,40,20,40,confidence,34799,0,0,High
0,0.280277778,11,66,33.3,66.7,75,0,3,0,0,0,44.4,55.6,0,0,0,100,40,20,40,confidence,32657,0,0,High
25,0.002777778,4,89,50,50,66,0,5,0,0,0,0,0,100,0,0,100,40,20,40,confidence,24044,0,1,High
0,0.933333333,31,37,50,50,31,0,7,0,0,0,25.8,9.7,32.3,3.2,29,100,40,20,40,confidence,3169,0,1,Low
0,0.210277778,9,89,50,50,25,0,24,0,0,0,0,0,100,0,0,92,33.3,0,66.7,constellation,26416,0,0,Low
0,5.423333333,47,89,50,50,53,0,8,0,0,0,0,0,100,0,0,92,33.3,0,66.7,constellation,40412,0,0,High
0,0.441111111,17,89,50,50,29,0,24,0,0,0,0,0,100,0,0,92,33.3,0,66.7,constellation,17588,0,0,Low
0,0.990277778,37,89,50,50,64,0,10,0,0,0,0,0,100,0,0,92,33.3,0,66.7,constellation,5337,0,1,High
0,3.561666667,21,89,50,50,26,0,16,0,0,0,0,0,100,0,0,92,33.3,0,66.7,constellation,20696,0,0,Low
0,4.801111111,51,89,50,50,13,0,15,0,0,0,0,0,92.2,0,7.8,92,33.3,0,66.7,constellation,2341,0,0,Low
0,2.038888889,24,89,50,50,13,0,16,0,0,0,0,0,79.2,0,20.8,92,33.3,0,66.7,constellation,30403,0,0,Low
0,3.246666667,31,89,50,50,8,0,15,0,0,0,0,0,90,0,10,92,33.3,0,66.7,constellation,36901,0,0,Low
0,5.688055556,40,89,50,50,18,0,15,0,0,0,0,0,87.5,0,12.5,92,33.3,0,66.7,constellation,3192,0,1,Low
0,4.055,33,89,50,50,12,0,15,0,0,0,0,0,90.3,0,9.7,92,33.3,0,66.7,constellation,24312,0,0,Low
0,0.570277778,9,89,50,50,21,0,24,0,0,0,0,0,100,0,0,92,33.3,0,66.7,constellation,13969,0,0,Low
0,6.273611111,83,89,50,50,20,0,16,0,0,0,0,0,86.7,0,13.3,92,33.3,0,66.7,constellation,7669,0,0,Low
0,2.943333333,41,89,50,50,51,0,6,0,0,0,0,0,82.9,0,17.1,92,33.3,0,66.7,constellation,35263,0,1,High
0,2.680833333,15,89,50,50,13,0,16,0,0,0,0,0,73.3,0,26.7,92,33.3,0,66.7,constellation,46339,0,0,Low
0,2.960277778,37,89,50,50,8,0,15,0,0,0,0,0,91.9,0,8.1,92,33.3,0,66.7,constellation,27305,0,0,Low
24.99,1582.439722,9361,100,100,50,28,0,247,8.097165992,1,0.002105,0,1.7,98.3,0,0,89,20,40,40,continuity,37652,0,0,Low
24.99,1070.533333,10809,100,100,50,22,0,300,4,0,0.031225,0,1.3,98.7,0,0,89,20,40,40,continuity,20841,0,0,Low
24.99,1731.695,50329,91,50,50,29,0,2192,3.78649635,3,0.012195,10.9,1.1,88,0,0,89,20,40,40,continuity,45670,0,0,Low
24.99,1741.6,33281,100,100,50,17,0,2422,2.601156069,1,0.011111,0,0.9,99.1,0,0,89,20,40,40,continuity,48730,0,0,Low
24.99,714.5727778,12201,100,100,50,29,0,684,4.093567251,0,0.00625,0,3.5,96.5,0,0,89,20,40,40,continuity,955,0,0,Low
24.99,993.4772222,12392,89,50,50,80,0,761,11.69513798,0,0.005,0,0,100,0,0,89,20,40,40,continuity,25960,0,0,High
19.99,542.4322222,14729,100,100,50,34,0,277,6.137184116,2,0,0,1.1,98.9,0,0,89,20,40,40,continuity,6887,0,0,Low
24.99,3835.886944,35814,100,100,50,29,0,2422,3.509496284,2,0.007382,0,1.9,98.1,0,0,89,20,40,40,continuity,22167,0,0,Low
24.99,3692.88,69375,100,100,50,30,0,1323,3.552532124,0,0.002045,0,1.3,98.7,0,0,89,20,40,40,continuity,42502,0,0,Low
29.99,741.0041667,7531,89,50,50,64,0,341,37.82991202,0,0,0,0,100,0,0,89,20,40,40,continuity,30406,0,0,High
24.99,2623.222778,51536,100,100,50,12,0,2789,2.043743277,1,0.174129,0,0.5,99.5,0,0,89,20,40,40,continuity,28539,0,0,Low
24.99,412.4438889,9210,100,100,50,31,0,354,5.084745763,0,0,0,2.3,97.7,0,0,89,20,40,40,continuity,30749,0,0,Low
24.99,1450.072778,33500,100,100,50,28,0,1925,3.168831169,1,0.021042,0,0.9,99.1,0,0,89,20,40,40,continuity,10774,0,0,Low
29.99,334.2975,5050,89,50,50,67,0,268,19.40298507,0,0,0,0,100,0,0,89,20,40,40,continuity,31153,0,0,High
24.99,186.0516667,3056,89,50,50,65,0,171,13.4502924,0,0,0,0,100,0,0,89,20,40,40,continuity,31622,0,0,High
0,0.004444444,2,89,50,50,49,0,1,0,0,0,0,0,50,0,50,90,100,0,0,coordination,9016,0,0,Low
0,0.246666667,7,100,0,100,43,0,1,0,0,0,0,0,100,0,0,90,100,0,0,coordination,39498,0,0,Low
0,0.704722222,68,87,0,50,63,0,12,0,0,0,3,0,70.7,0,26.2,90,100,0,0,coordination,9844,0,1,High
19.99,70.49055556,823,76,0,50,37,0,134,0,6,0,8.1,0,75.9,0,16,94,33.3,0,66.7,corps,4579,0,0,Low
19.99,4.287222222,77,84,0,50,25,1,20,0,0,0,15.6,0,61,0,23.4,94,33.3,0,66.7,corps,6880,0,0,Low
19.99,4.963611111,108,84,0,50,15,1,18,0,0,0,8.9,0,61.3,0,29.8,94,33.3,0,66.7,corps,45700,0,0,Low
19.99,8.621388889,177,73,0,50,21,1,22,0,0,0,11.7,0,76.1,0,12.2,94,33.3,0,66.7,corps,38466,0,0,Low
19.99,188.7413889,3108,85,0,50,33,1,134,0,20,0,5.7,0,73,0,21.3,94,33.3,0,66.7,corps,9694,0,0,Low
19.99,15.46666667,122,82,0,50,30,0,19,0,0,0,20.5,0,73,0,6.6,94,33.3,0,66.7,corps,16631,0,0,Low
19.99,4.496111111,80,76,0,50,30,0,20,0,0,0,10,0,67.5,0,22.5,94,33.3,0,66.7,corps,13150,0,0,Low
39.99,111.9291667,990,91,0,50,45,0,144,0,23,0,11.1,0,80.2,0,8.7,94,33.3,0,66.7,corps,2429,0,0,Low
19.99,41.15444444,855,82,0,50,46,0,145,0,0,0,12.1,0,87.9,0,0,94,33.3,0,66.7,corps,28208,0,0,Low
19.99,92.02416667,1396,77,0,50,38,1,139,0,0,0,12.5,0,70.1,0,17.4,94,33.3,0,66.7,corps,48213,0,0,Low
19.99,66.53222222,895,84,0,50,41,0,132,0,2,0,9.6,0,79.3,0,11.1,94,33.3,0,66.7,corps,14048,0,0,Low
19.99,0.5975,30,65,0,50,25,0,4,0,0,0,10,0,73.3,0,16.7,94,33.3,0,66.7,corps,14061,0,0,Low
0,2.178333333,144,90,0,50,82,0,6,0,0,0,3.8,0,66.9,0,29.2,90,50,0,50,cots,45289,0,0,High
0,6.646944444,445,100,0,50,79,0,10,0,0,0,3.2,0,66.1,2.3,28.4,90,50,0,50,cots,30890,0,0,High
0,2.315,164,89,0,100,78,0,6,0,0,0,2.6,0,84.1,0,13.2,90,50,0,50,cots,23317,0,0,High
0,0.046388889,2,20,0,100,25,0,1,0,0,0,50,0,50,0,0,87,33.3,0,66.7,counselors,47108,0,0,Low
0,0.0425,2,89,50,50,50,0,2,0,0,0,0,0,100,0,0,87,33.3,0,66.7,counselors,1053,0,0,High
0,0.040555556,3,89,50,50,50,0,3,0,0,0,0,0,100,0,0,87,33.3,0,66.7,counselors,46198,0,0,High
0,4.406666667,95,60,0,50,23,0,40,0,0,0,20.5,0,79.5,0,0,87,33.3,0,66.7,counselors,35478,0,0,Low
0,1.202777778,23,100,0,50,56,0,15,26.66666667,0,0,28,0,72,0,0,87,33.3,0,66.7,counselors,3427,0,0,High
0,0.266111111,9,80,0,50,66,0,3,33.33333333,0,0,40,0,60,0,0,87,33.3,0,66.7,counselors,45243,0,0,High
0,0.048333333,3,60,0,100,50,0,1,0,0,0,33.3,0,66.7,0,0,87,33.3,0,66.7,counselors,20928,0,0,High
0,0.036666667,1,89,50,50,50,0,1,0,0,0,0,0,100,0,0,87,33.3,0,66.7,counselors,48668,0,0,High
0,0.057777778,4,89,50,50,50,0,4,0,0,0,0,0,100,0,0,87,33.3,0,66.7,counselors,24214,0,0,High
0,0.114166667,8,89,0,0,50,0,3,0,0,0,42.9,0,57.1,0,0,87,33.3,0,66.7,counselors,7180,0,0,High
0,0.273333333,4,89,50,50,50,0,3,0,0,0,0,0,100,0,0,87,33.3,0,66.7,counselors,35288,0,0,High
0,0.04,2,20,0,100,25,0,1,0,0,0,50,0,50,0,0,87,33.3,0,66.7,counselors,20983,0,0,Low
0,1.116944444,8,89,50,50,50,0,5,0,0,0,0,0,100,0,0,87,33.3,0,66.7,counselors,36062,0,0,High
0,1.845555556,10,100,0,100,50,0,6,16.66666667,0,0,11.1,0,88.9,0,0,87,33.3,0,66.7,counselors,34651,0,0,High
0,2.127777778,38,89,50,50,93,0,39,0,0,0,0,0,100,0,0,87,33.3,0,66.7,counselors,46094,0,0,High
0,0.450833333,38,89,50,50,85,0,3,66.66666667,0,0,0,0,0,100,0,94,33.3,0,66.7,counsels,43992,0,0,High
0,0.961666667,40,89,50,50,58,0,3,0,0,0,0,0,25,75,0,94,33.3,0,66.7,counsels,38830,0,0,High
0,10.26916667,232,89,50,50,65,0,40,35,0,0,0,0,3.2,96.8,0,94,33.3,0,66.7,counsels,31510,1,0,High
100,0.042222222,5,69,50,50,5,0,1,0,0,0,60,0,40,0,0,92,40,20,40,courses,18263,0,0,Low
895,0.805555556,23,89,0,0,16,1,3,0,1,0,6.7,0,46.7,0,46.7,92,40,20,40,courses,10406,0,1,Low
0,4.131666667,45,87,0,50,66,0,3,0,1,0,4.4,0,60,2.2,33.3,92,40,20,40,courses,1393,0,1,High
50,0.176388889,4,33,0,100,66,0,2,0,0,0,100,0,0,0,0,92,40,20,40,courses,45802,0,0,High
0,0.001666667,1,89,50,50,50,0,2,0,0,0,0,0,100,0,0,92,40,20,40,courses,22085,0,0,High
0,0.098888889,10,100,75,25,53,0,1,0,0,0,0,0,57.1,0,42.9,97,50,0,50,courtesies,851,0,1,High
895,0.845555556,11,100,100,50,27,0,3,0,0,0,0,53.8,30.8,15.4,0,97,50,0,50,courtesies,29314,0,1,Low
895,0.280277778,8,89,50,50,21,0,3,0,0,0,0,0,83.3,0,16.7,97,50,0,50,courtesies,28239,0,0,Low
0,1.17,56,100,100,50,37,0,9,0,0,0,0,14.9,42.5,0,42.5,97,50,0,50,courtesies,8371,0,0,Low
0,1.501944444,102,100,100,50,60,0,6,0,0,0,0,8.3,52.1,0,39.7,97,50,0,50,courtesies,32790,0,0,High
0,0.987222222,74,100,60,40,82,0,4,0,0,0,0,6.8,44.9,4.2,44.1,97,50,0,50,courtesies,45628,0,0,High
0,0.405555556,17,100,0,50,46,0,4,0,0,0,0,0,45.6,8.8,45.6,97,50,0,50,courtesies,4217,0,1,Low
695,1.225277778,46,100,66.7,33.3,88,0,3,0,0,0,0,16.9,59.3,0,23.7,97,50,0,50,courtesies,23771,0,1,High
0,29.60916667,43,89,50,50,92,0,41,85.36585366,0,0,0,0,28.3,71.7,0,93,25,25,50,cracks,24783,0,0,High
30,0.008611111,6,89,0,0,50,0,1,0,0,0,83.3,0,16.7,0,0,93,25,25,50,cracks,18599,0,0,High
0,0.031111111,5,89,50,50,87,0,4,0,0,0,0,0,0,100,0,93,25,25,50,cracks,215,0,0,High
0,0.058055556,3,89,50,50,50,0,2,50,0,0,0,0,0,100,0,93,25,25,50,cracks,48981,0,0,High
0,3.401944444,104,89,50,50,91,0,67,79.10447761,0,0,0,0,0,100,0,93,25,25,50,cracks,16466,0,0,High
0,9.036666667,185,89,50,50,54,0,34,44.11764706,0,0,0,0,0,100,0,93,25,25,50,cracks,26072,0,0,High
0,0.328333333,16,89,50,50,64,0,6,16.66666667,0,0,0,0,0,100,0,93,25,25,50,cracks,44004,0,0,High
0,0.080833333,8,89,50,50,80,0,4,50,0,0,0,0,0,100,0,93,25,25,50,cracks,32630,0,0,High
0,0.092222222,5,89,50,50,25,0,3,0,0,0,0,0,0,100,0,93,25,25,50,cracks,10395,0,1,Low
0,1.318888889,76,47,0,50,4,0,25,0,0,0,32.1,0,64.1,3.8,0,93,25,25,50,cracks,6087,0,0,Low
0,7.2825,133,89,50,50,62,0,27,40.74074074,0,0,0,0,0,100,0,93,25,25,50,cracks,35323,0,0,High
0,1.219722222,28,89,50,50,76,0,12,66.66666667,0,0,0,0,0,100,0,93,25,25,50,cracks,44342,0,0,High
0,0.436111111,11,89,50,50,20,0,6,16.66666667,0,0,0,0,0,100,0,93,25,25,50,cracks,40472,0,0,Low
0,0.1,7,89,50,50,66,0,3,66.66666667,0,0,0,0,0,100,0,93,25,25,50,cracks,574,0,0,High
0,0.031944444,3,89,50,50,50,0,2,0,0,0,0,0,0,100,0,93,25,25,50,cracks,43552,0,0,High
99,1.843611111,21,77,33.3,50,75,0,2,0,0,0,32.4,5.4,45.9,0,16.2,83,33.3,0,66.7,crawl,16191,0,1,High
99,24.39638889,150,92,50,50,58,0,78,0,0,0,9.2,1.7,69.5,0,19.5,83,33.3,0,66.7,crawl,48998,0,1,High
49,1.889166667,30,86,66.7,66.7,73,0,8,0,0,0,10.3,10.3,64.1,0,15.4,83,33.3,0,66.7,crawl,3135,0,0,High
99,3.64,39,98,40,60,55,0,87,0,0,0,26,4,56,0,14,83,33.3,0,66.7,crawl,3157,0,1,High
49,1.393055556,21,94,66.7,66.7,50,0,7,0,0,0,9.1,9.1,72.7,0,9.1,83,33.3,0,66.7,crawl,18083,0,0,High
99,1.620555556,13,94,50,75,73,0,83,0,0,0,23.1,7.7,53.8,0,15.4,83,33.3,0,66.7,crawl,34092,0,1,High
49,11.23916667,172,90,66.7,66.7,86,0,16,0,0,0,12.7,10.2,66.2,0,10.8,83,33.3,0,66.7,crawl,25334,0,1,High
49,0.129166667,5,71,50,50,28,0,3,0,0,0,0,0,80,0,20,83,33.3,0,66.7,crawl,40830,0,0,Low
99,8.453333333,64,92,50,50,63,0,24,0,0,0,13.8,3.1,72.3,0,10.8,83,33.3,0,66.7,crawl,16902,0,1,High
49,11.24083333,164,89,66.7,66.7,87,0,12,0,0,0.065333,13.8,7.6,65.5,0,13.1,83,33.3,0,66.7,crawl,32922,0,1,High
99,1.081666667,23,57,66.6,66.7,35,0,5,0,0,0,17.4,4.3,65.2,0,13,83,33.3,0,66.7,crawl,26185,0,1,Low
79,4.189444444,43,99,50,50,83,0,159,0,0,0,18.8,3.1,65.6,0,12.5,83,33.3,0,66.7,crawl,45526,0,1,High
99,1.184722222,13,78,50,75,80,0,3,0,0,0,26.9,5.8,50,0,17.3,83,33.3,0,66.7,crawl,7224,0,1,High
99,1.665555556,7,93,66.7,66.7,75,0,67,0,0,0,28.6,0,71.4,0,0,83,33.3,0,66.7,crawl,39513,0,1,High
99,3.1725,37,100,66.7,66.7,59,0,68,0,0,0,0,0,95.8,0,4.2,83,33.3,0,66.7,crawl,30629,0,1,High
0,4.276666667,75,72,0,100,69,0,36,0,0,0,85.7,0,14.3,0,0,78,20,40,40,cup,13802,0,0,High
0,0.06,2,100,0,50,33,0,2,0,0,0,50,0,50,0,0,78,20,40,40,cup,40938,0,0,Low
0,0.045277778,2,75,0,100,33,0,2,0,0,0,50,0,50,0,0,78,20,40,40,cup,35908,0,0,Low
0,4.525833333,86,89,0,50,92,0,36,0,0,0,74.1,0,25.9,0,0,78,20,40,40,cup,49117,0,0,High
2500,0.132777778,9,100,100,50,75,0,3,66.66666667,0,0,0,30,70,0,0,78,20,40,40,cup,31744,0,1,High
0,1.795277778,48,94,0,50,86,0,23,0,0,0,58.3,0,41.7,0,0,78,20,40,40,cup,42744,0,0,High
220,0.333888889,15,46,0,100,66,0,3,0,0,0,66.7,0,33.3,0,0,78,20,40,40,cup,39525,0,0,High
220,6.830555556,152,68,0,50,73,0,43,0,0,0,75.3,0,24.7,0,0,78,20,40,40,cup,47995,0,0,High
0,0.101666667,2,63,0,50,33,0,3,0,0,0,75,0,25,0,0,78,20,40,40,cup,35847,0,0,Low
0,0.136388889,17,97,0,33.3,80,0,7,85.71428571,0,0,78.6,0,7.1,14.3,0,78,20,40,40,cup,32276,0,0,High
0,0.063611111,30,89,50,50,27,0,5,0,0,0,0,0,100,0,0,88,50,0,50,cupful,33963,0,0,Low
0,0.148611111,10,100,100,50,38,0,3,0,0,0,0,90,10,0,0,88,50,0,50,cupful,43370,0,0,Low
0,8.546388889,385,100,100,50,77,0,52,0,0,0,0,72.9,27.1,0,0,88,50,0,50,cupful,10662,0,0,High
0,0.006388889,6,100,100,100,42,0,3,0,0,0,0,100,0,0,0,88,50,0,50,cupful,29475,0,0,Low
0,0.505833333,7,89,50,50,2,0,2,0,0,0,0,0,100,0,0,88,50,0,50,cupful,14199,0,0,Low
0,0.035,10,100,100,50,59,0,1,0,0,0,0,80,10,0,10,88,50,0,50,cupful,31163,0,0,High
0,0.3675,10,100,100,50,27,0,3,0,0,0,0,70,30,0,0,88,50,0,50,cupful,21366,0,0,Low
0,0.293055556,12,100,100,50,35,0,7,0,0,0,0,90.9,9.1,0,0,88,50,0,50,cupful,31197,0,0,Low
0,0.229444444,23,100,100,50,73,0,3,0,0,0,0,50,50,0,0,88,50,0,50,cupful,15729,0,0,High
0,0.100277778,12,100,100,100,33,0,5,0,0,0,0,66.7,33.3,0,0,88,50,0,50,cupful,27835,0,0,Low
0,44.97472222,1674,100,100,50,52,0,143,0,0,0,0,69.6,13.2,0,17.2,88,50,0,50,cupful,47324,0,0,High
0,0.008333333,8,100,100,50,75,0,1,0,0,0,0,75,25,0,0,88,50,0,50,cupful,18286,0,0,High
0,0.1525,23,89,50,50,57,0,1,0,0,0,0,0,100,0,0,88,50,0,50,cupful,14318,0,0,High
0,3.952777778,247,100,100,50,73,0,39,0,0,0,0,71.3,16.6,0,12.1,88,50,0,50,cupful,16483,0,0,High
0,0.906388889,77,100,100,50,50,0,1,0,0,0,0,70.5,29.5,0,0,88,50,0,50,cupful,34154,0,0,High
0,1.876388889,136,71,50,50,40,0,10,0,0,0,32.3,7.9,2.4,46.5,11,81,100,0,0,dash,8245,0,0,Low
0,0.048611111,5,100,100,50,22,0,2,0,0,0,0,40,0,0,60,81,100,0,0,dash,15059,0,0,Low
0,0.105,6,89,50,50,50,0,2,0,0,0,0,0,0,100,0,81,100,0,0,dash,20625,0,0,High
150,668.0883333,19957,83,50,50,11,0,354,2.542372881,0,0.41725,9.4,0.4,90.2,0,0,81,25,25,50,data,28687,0,0,Low
199,121.7891667,4907,89,50,50,61,0,135,0,0,0.559687,0,0,100,0,0,81,25,25,50,data,25610,0,0,High
250,642.3525,9889,89,50,50,62,0,228,5.701754386,0,0.827102,0,0,100,0,0,81,25,25,50,data,10959,0,0,High
150,206.4352778,6026,88,0,50,62,0,255,0,0,0.46289,2.8,0,97.2,0,0,81,25,25,50,data,10461,0,0,High
250,123.0025,2468,90,0,50,70,0,106,14.1509434,0,0.579787,17.2,0,82.8,0,0,81,25,25,50,data,2270,0,0,High
299,3711.559444,36998,87,33.3,50,22,0,1068,3.651685393,2,0.544109,29,0.5,70.5,0,0,81,25,25,50,data,48245,0,0,Low
0,10.70805556,377,89,50,50,49,0,50,0,0,0,0,0,100,0,0,81,25,25,50,data,8712,0,0,Low
0,24.38111111,1133,89,50,50,60,0,143,0,0,0,0,0,100,0,0,81,25,25,50,data,47812,0,0,High
95,1217.103333,36174,100,100,50,22,0,1002,4.291417166,0,0.196596,0,1.2,96,0,2.9,81,25,25,50,data,19611,0,0,Low
275,733.1688889,6658,83,0,50,44,0,256,4.6875,0,0.573958,9.1,0,90.9,0,0,81,25,25,50,data,29584,0,0,Low
85,19.62527778,875,95,66.6,50,71,0,38,34.21052632,0,0,3.6,18.5,63.1,0,14.8,90,50,0,50,deflectors,30570,0,0,High
49,101.7752778,3439,95,66.6,50,63,0,286,0,2,0,7.7,21.3,61.2,0,9.8,90,50,0,50,deflectors,17827,0,0,High
85,81.93277778,1947,97,66.6,50,46,0,71,0,0,0,4,18.4,66.1,0,11.4,90,50,0,50,deflectors,3913,0,0,Low
85,27.51611111,1040,96,66.6,50,42,0,60,0,0,0,3.9,26,54.1,0,16,90,50,0,50,deflectors,3629,0,0,Low
